date,p1CharCode,p2CharCode,winner 
08-24 19:48:14,13,0,2
08-24 19:48:12,0,8,2
08-24 19:48:12,10,12,1
08-24 19:48:12,1,13,1
08-24 19:48:11,15,10,1
08-24 19:48:10,2,6,1
08-24 19:48:08,10,9,2
08-24 19:48:06,10,1,2
08-24 19:48:00,12,15,2
08-24 19:47:58,0,5,2
08-24 19:47:58,9,2,2
08-24 19:47:55,11,0,1
08-24 19:47:55,12,14,1
08-24 19:47:55,5,1,1
08-24 19:47:54,10,10,1
08-24 19:47:54,8,0,2
08-24 19:47:52,9,8,1
08-24 19:47:49,7,2,2
08-24 19:47:47,9,15,1
08-24 19:47:46,14,6,1
08-24 19:47:45,8,4,1
08-24 19:47:45,11,0,1
08-24 19:47:45,2,2,2
08-24 19:47:45,13,7,1
08-24 19:47:44,15,13,2
08-24 19:47:44,5,11,1
08-24 19:47:43,2,4,1
08-24 19:47:43,7,3,1
08-24 19:47:43,12,11,1
08-24 19:47:43,12,11,1
08-24 19:47:40,5,10,2
08-24 19:47:37,3,5,2
08-24 19:47:36,3,4,1
08-24 19:47:34,15,0,2
08-24 19:47:34,0,11,1
08-24 19:47:33,1,4,2
08-24 19:47:30,12,3,1
08-24 19:47:25,1,9,2
08-24 19:47:25,5,9,1
08-24 19:47:23,11,10,2
08-24 19:47:21,14,1,2
08-24 19:47:19,15,11,2
08-24 19:47:18,11,13,2
08-24 19:47:17,1,7,2
08-24 19:47:17,7,0,1
08-24 19:47:15,4,1,2
08-24 19:47:09,12,1,1
08-24 19:47:06,2,2,1
08-24 19:47:05,9,1,1
08-24 19:47:05,10,11,1
08-24 19:47:05,5,2,1
08-24 19:47:03,0,2,2
08-24 19:47:03,1,5,1
08-24 19:47:03,13,2,1
08-24 19:47:01,11,14,1
08-24 19:47:01,1,9,2
08-24 19:46:59,2,5,2
08-24 19:46:55,15,8,2
08-24 19:46:53,6,1,1
08-24 19:46:52,9,2,2
08-24 19:46:50,0,3,1
08-24 19:46:50,0,2,1
08-24 19:46:49,0,8,1
08-24 19:46:49,11,5,2
08-24 19:46:48,4,11,1
08-24 19:46:48,4,11,1
08-24 19:46:46,4,15,1
08-24 19:46:46,7,15,1
08-24 19:46:43,7,8,1
08-24 19:46:43,3,1,1
08-24 19:46:43,7,9,1
08-24 19:46:43,2,8,1
08-24 19:46:39,9,8,1
08-24 19:46:37,4,4,1
08-24 19:46:34,14,2,1
08-24 19:46:34,1,3,1
08-24 19:46:33,1,11,1
08-24 19:46:32,10,12,2
08-24 19:46:32,10,9,1
08-24 19:46:30,15,13,2
08-24 19:46:28,9,7,1
08-24 19:46:28,7,2,2
08-24 19:46:27,9,13,2
08-24 19:46:27,9,13,2
08-24 19:46:24,13,0,2
08-24 19:46:21,13,2,1
08-24 19:46:18,3,9,2
08-24 19:46:17,8,5,2
08-24 19:46:16,9,0,1
08-24 19:46:15,11,0,1
08-24 19:46:15,15,0,1
08-24 19:46:10,9,14,1
08-24 19:46:09,12,2,1
08-24 19:46:06,11,0,2
08-24 19:46:03,0,5,2
08-24 19:46:00,7,3,1
08-24 19:45:59,12,3,2
08-24 19:45:52,10,1,1
08-24 19:45:51,8,0,2
08-24 19:45:51,15,11,2
08-24 19:45:49,8,10,1
08-24 19:45:47,1,0,2
08-24 19:45:47,15,5,1
08-24 19:45:45,11,11,2
08-24 19:45:44,2,9,1
08-24 19:45:43,2,6,1
08-24 19:45:42,0,12,1
08-24 19:45:42,2,4,2
08-24 19:45:41,2,2,1
08-24 19:45:38,1,9,1
08-24 19:45:37,6,1,1
08-24 19:45:35,9,2,2
08-24 19:45:34,1,8,1
08-24 19:45:33,13,2,2
08-24 19:45:33,11,10,1
08-24 19:45:32,14,1,1
08-24 19:45:30,2,5,1
08-24 19:45:29,9,2,2
08-24 19:45:28,11,5,2
08-24 19:45:28,11,5,2
08-24 19:45:28,5,4,1
08-24 19:45:27,15,10,1
08-24 19:45:25,1,13,1
08-24 19:45:25,9,5,2
08-24 19:45:25,2,2,2
08-24 19:45:24,7,2,1
08-24 19:45:22,10,11,2
08-24 19:45:22,1,7,1
08-24 19:45:20,5,11,1
08-24 19:45:19,0,7,1
08-24 19:45:17,11,6,1
08-24 19:45:16,1,12,2
08-24 19:45:14,5,2,1
08-24 19:45:14,9,13,2
08-24 19:45:14,12,11,1
08-24 19:45:14,10,9,2
08-24 19:45:13,0,8,1
08-24 19:45:13,0,8,1
08-24 19:45:12,7,7,1
08-24 19:45:12,3,2,2
08-24 19:45:10,12,4,2
08-24 19:45:09,2,6,2
08-24 19:45:09,9,15,1
08-24 19:45:06,1,4,2
08-24 19:45:06,0,0,1
08-24 19:45:05,3,13,2
08-24 19:45:03,4,15,2
08-24 19:45:03,13,2,1
08-24 19:45:02,3,4,1
08-24 19:45:02,11,9,2
08-24 19:45:02,14,0,1
08-24 19:45:01,1,5,2
08-24 19:45:00,4,2,2
08-24 19:44:58,1,4,2
08-24 19:44:50,11,0,1
08-24 19:44:49,2,5,2
08-24 19:44:46,12,14,2
08-24 19:44:46,4,1,2
08-24 19:44:43,15,12,2
08-24 19:44:41,3,1,2
08-24 19:44:40,0,5,1
08-24 19:44:38,10,14,2
08-24 19:44:38,1,9,1
08-24 19:44:38,1,11,2
08-24 19:44:38,0,2,1
08-24 19:44:37,4,11,1
08-24 19:44:36,0,8,2
08-24 19:44:36,11,14,1
08-24 19:44:34,13,1,2
08-24 19:44:33,0,2,1
08-24 19:44:29,15,11,2
08-24 19:44:29,9,8,2
08-24 19:44:27,8,0,2
08-24 19:44:27,12,3,2
08-24 19:44:26,14,8,2
08-24 19:44:26,1,5,2
08-24 19:44:26,15,5,1
08-24 19:44:23,9,8,1
08-24 19:44:21,9,8,1
08-24 19:44:21,0,3,1
08-24 19:44:19,15,8,2
08-24 19:44:15,3,5,1
08-24 19:44:15,7,15,1
08-24 19:44:14,0,3,2
08-24 19:44:14,11,0,2
08-24 19:44:12,10,12,1
08-24 19:44:09,12,7,2
08-24 19:44:08,9,13,2
08-24 19:44:04,11,7,1
08-24 19:44:04,13,0,2
08-24 19:44:03,7,7,1
08-24 19:44:03,1,3,1
08-24 19:43:59,3,9,1
08-24 19:43:58,15,12,2
08-24 19:43:57,1,9,1
08-24 19:43:57,1,4,1
08-24 19:43:57,9,14,1
08-24 19:43:56,2,4,2
08-24 19:43:56,8,10,2
08-24 19:43:51,2,5,2
08-24 19:43:56,8,10,2
08-24 19:43:51,2,5,2
08-24 19:43:46,5,11,2
08-24 19:43:46,3,13,2
08-24 19:43:45,0,5,2
08-24 19:43:39,0,7,1
08-24 19:43:37,1,8,1
08-24 19:43:37,1,13,1
08-24 19:43:37,10,9,2
08-24 19:43:37,10,9,2
08-24 19:43:36,12,11,1
08-24 19:43:36,15,13,2
08-24 19:43:36,1,5,2
08-24 19:43:31,2,0,2
08-24 19:43:30,9,15,1
08-24 19:43:29,8,5,2
08-24 19:43:29,11,9,2
08-24 19:43:29,3,2,2
08-24 19:43:27,9,8,2
08-24 19:43:26,13,2,1
08-24 19:43:26,1,4,2
08-24 19:43:26,10,9,2
08-24 19:43:26,2,10,2
08-24 19:43:25,2,9,1
08-24 19:43:24,7,8,2
08-24 19:43:22,2,2,1
08-24 19:43:21,2,3,1
08-24 19:43:17,1,4,1
08-24 19:43:16,2,2,2
08-24 19:43:15,9,5,2
08-24 19:43:13,1,12,2
08-24 19:43:12,6,5,2
08-24 19:43:12,9,15,2
08-24 19:43:10,9,13,2
08-24 19:43:06,0,0,1
08-24 19:43:03,11,9,2
08-24 19:43:00,14,0,2
08-24 19:42:58,4,11,1
08-24 19:42:57,1,9,2
08-24 19:42:56,2,6,1
08-24 19:42:54,3,4,1
08-24 19:42:54,0,2,2
08-24 19:42:53,2,6,1
08-24 19:42:53,13,7,1
08-24 19:42:51,6,1,1
08-24 19:42:51,3,1,1
08-24 19:42:50,0,8,2
08-24 19:42:50,13,2,1
08-24 19:42:46,5,7,1
08-24 19:42:44,9,8,2
08-24 19:42:40,2,5,2
08-24 19:42:37,12,3,2
08-24 19:42:32,0,2,2
08-24 19:42:32,15,12,1
08-24 19:42:30,3,5,1
08-24 19:42:28,11,7,1
08-24 19:42:28,0,8,1
08-24 19:42:27,0,10,1
08-24 19:42:26,1,5,2
08-24 19:42:23,14,1,2
08-24 19:42:22,11,6,1
08-24 19:42:21,11,1,1
08-24 19:42:18,1,11,1
08-24 19:42:18,0,7,2
08-24 19:42:17,1,7,2
08-24 19:42:16,12,7,1
08-24 19:42:16,0,0,1
08-24 19:42:16,7,7,1
08-24 19:42:16,0,3,2
08-24 19:42:15,0,5,2
08-24 19:42:13,10,0,2
08-24 19:42:09,11,10,1
08-24 19:42:07,6,11,2
08-24 19:42:06,12,1,1
08-24 19:42:06,15,12,2
08-24 19:42:04,12,11,1
08-24 19:42:04,10,9,2
08-24 19:42:03,9,8,2
08-24 19:42:01,2,10,2
08-24 19:41:58,2,7,1
08-24 19:41:55,11,0,2
08-24 19:41:54,10,9,1
08-24 19:41:54,1,3,2
08-24 19:41:52,11,9,2
08-24 19:41:49,9,8,2
08-24 19:41:46,15,2,2
08-24 19:41:44,8,0,1
08-24 19:41:44,10,2,2
08-24 19:41:42,2,9,1
08-24 19:41:41,14,11,1
08-24 19:41:39,8,5,1
08-24 19:41:39,0,3,2
08-24 19:41:37,12,12,2
08-24 19:41:35,3,4,1
08-24 19:41:35,9,8,1
08-24 19:41:35,13,10,1
08-24 19:41:32,2,4,1
08-24 19:41:31,3,2,2
08-24 19:41:31,10,12,1
08-24 19:41:31,3,13,2
08-24 19:41:30,4,2,2
08-24 19:41:30,11,1,1
08-24 19:41:30,5,4,1
08-24 19:41:30,13,0,2
08-24 19:41:27,9,14,2
08-24 19:41:27,10,1,2
08-24 19:41:27,5,11,2
08-24 19:41:26,4,1,1
08-24 19:41:25,9,15,1
08-24 19:41:24,15,5,1
08-24 19:41:22,3,9,1
08-24 19:41:19,13,2,2
08-24 19:41:18,9,8,1
08-24 19:41:18,13,1,1
08-24 19:41:18,5,11,1
08-24 19:41:14,2,6,1
08-24 19:41:10,2,5,1
08-24 19:41:06,2,3,1
08-24 19:41:05,1,5,1
08-24 19:41:04,11,7,1
08-24 19:41:03,11,9,1
08-24 19:41:01,9,2,1
08-24 19:41:00,3,1,2
08-24 19:40:59,9,8,2
08-24 19:40:56,5,14,1
08-24 19:40:54,10,4,2
08-24 19:40:53,0,2,2
08-24 19:40:53,1,11,1
08-24 19:40:52,5,7,2
08-24 19:40:51,15,12,2
08-24 19:40:48,11,0,1
08-24 19:40:47,1,9,2
08-24 19:40:44,3,5,1
08-24 19:40:43,1,12,2
08-24 19:40:40,12,3,1
08-24 19:40:39,11,10,2
08-24 19:40:35,0,0,1
08-24 19:40:34,9,13,1
08-24 19:40:33,6,11,2
08-24 19:40:33,1,14,2
08-24 19:40:31,2,15,2
08-24 19:40:29,15,4,2
08-24 19:40:29,1,5,2
08-24 19:40:28,8,0,1
08-24 19:40:25,9,15,1
08-24 19:40:25,2,10,2
08-24 19:40:24,0,0,2
08-24 19:40:23,2,10,2
08-24 19:40:22,4,11,1
08-24 19:40:21,2,7,1
08-24 19:40:20,12,4,2
08-24 19:40:19,4,0,1
08-24 19:40:18,15,12,2
08-24 19:40:13,5,11,2
08-24 19:40:11,14,2,1
08-24 19:40:11,0,10,1
08-24 19:40:11,13,7,2
08-24 19:40:08,0,2,1
08-24 19:40:08,0,3,1
08-24 19:40:08,12,6,1
08-24 19:40:04,0,5,1
08-24 19:40:03,1,7,1
08-24 19:40:03,15,7,1
08-24 19:40:03,13,8,2
08-24 19:40:02,2,3,2
08-24 19:40:01,11,6,1
08-24 19:40:01,4,2,2
08-24 19:40:00,3,4,1
08-24 19:39:59,0,8,1
08-24 19:39:59,0,8,1
08-24 19:39:58,0,7,1
08-24 19:39:57,12,14,1
08-24 19:39:55,5,0,2
08-24 19:39:55,13,10,2
08-24 19:39:55,1,3,2
08-24 19:39:54,7,7,2
08-24 19:39:52,8,1,1
08-24 19:39:51,6,5,2
08-24 19:39:48,2,4,2
08-24 19:39:43,10,12,2
08-24 19:39:40,11,1,2
08-24 19:39:39,2,9,1
08-24 19:39:39,1,9,2
08-24 19:39:38,0,5,2
08-24 19:39:35,9,8,2
08-24 19:39:35,11,14,1
08-24 19:39:32,0,2,1
08-24 19:39:32,13,2,2
08-24 19:39:31,9,8,1
08-24 19:39:30,9,15,2
08-24 19:39:29,10,9,2
08-24 19:39:28,1,2,2
08-24 19:39:28,4,1,1
08-24 19:39:27,11,1,2
08-24 19:39:26,10,1,1
08-24 19:39:26,12,4,1
08-24 19:39:25,2,2,2
08-24 19:39:23,12,1,2
08-24 19:39:14,2,7,1
08-24 19:39:13,1,2,2
08-24 19:39:12,11,0,1
08-24 19:39:12,13,1,2
08-24 19:39:12,11,2,1
08-24 19:39:12,5,13,1
08-24 19:39:12,9,14,2
08-24 19:39:10,11,4,2
08-24 19:39:04,11,7,2
08-24 19:39:03,3,9,1
08-24 19:39:02,6,9,2
08-24 19:38:59,13,0,2
08-24 19:38:57,1,3,1
08-24 19:38:57,6,11,2
08-24 19:38:55,1,11,1
08-24 19:38:54,3,9,1
08-24 19:38:49,7,8,2
08-24 19:38:47,9,14,1
08-24 19:38:47,9,14,1
08-24 19:38:42,11,0,1
08-24 19:38:42,0,0,2
08-24 19:38:39,6,12,1
08-24 19:38:36,7,8,2
08-24 19:38:35,5,5,1
08-24 19:38:35,14,2,1
08-24 19:38:34,10,2,1
08-24 19:38:34,9,8,2
08-24 19:38:32,0,8,2
08-24 19:38:31,1,1,2
08-24 19:38:31,5,11,2
08-24 19:38:26,2,10,2
08-24 19:38:26,1,11,2
08-24 19:38:26,12,3,1
08-24 19:38:25,11,10,1
08-24 19:38:25,1,4,1
08-24 19:38:23,6,2,2
08-24 19:38:19,13,10,2
08-24 19:38:19,8,0,2
08-24 19:38:18,13,8,1
08-24 19:38:17,2,9,1
08-24 19:38:14,4,11,2
08-24 19:38:12,4,3,2
08-24 19:38:12,11,14,1
08-24 19:38:11,9,8,1
08-24 19:38:10,3,4,2
08-24 19:38:09,9,8,2
08-24 19:38:09,15,4,1
08-24 19:38:06,9,2,2
08-24 19:38:06,2,15,2
08-24 19:38:05,1,5,1
08-24 19:38:05,3,4,1
08-24 19:38:02,1,3,2
08-24 19:38:02,5,7,1
08-24 19:38:01,2,3,2
08-24 19:38:00,1,9,1
08-24 19:37:59,0,0,2
08-24 19:37:56,12,4,1
08-24 19:37:56,0,2,2
08-24 19:37:55,5,4,1
08-24 19:37:51,9,15,1
08-24 19:37:50,10,12,2
08-24 19:37:49,1,2,2
08-24 19:37:49,15,10,2
08-24 19:37:49,15,10,2
08-24 19:37:49,11,1,2
08-24 19:37:45,0,2,2
08-24 19:37:45,2,4,2
08-24 19:37:43,11,2,2
08-24 19:37:43,0,3,2
08-24 19:37:43,10,4,2
08-24 19:37:42,15,7,1
08-24 19:37:40,10,12,1
08-24 19:37:35,1,7,2
08-24 19:37:34,7,7,1
08-24 19:37:33,0,14,2
08-24 19:37:32,7,7,1
08-24 19:37:32,11,7,2
08-24 19:37:30,5,14,2
08-24 19:37:29,4,1,1
08-24 19:37:28,5,15,2
08-24 19:37:26,14,1,2
08-24 19:37:24,0,8,1
08-24 19:37:23,13,2,2
08-24 19:37:20,9,8,2
08-24 19:37:19,4,0,1
08-24 19:37:15,7,7,2
08-24 19:37:15,11,0,2
08-24 19:37:13,12,6,2
08-24 19:37:12,0,13,1
08-24 19:37:09,10,2,1
08-24 19:37:07,6,9,2
08-24 19:37:06,13,1,1
08-24 19:37:03,5,5,1
08-24 19:37:03,11,4,2
08-24 19:37:01,8,1,2
08-24 19:37:01,10,8,1
08-24 19:37:00,13,8,1
08-24 19:36:58,9,13,2
08-24 19:36:57,1,5,1
08-24 19:36:54,13,0,2
08-24 19:36:53,10,9,2
08-24 19:36:50,2,15,2
08-24 19:36:49,1,11,2
08-24 19:36:49,14,2,1
08-24 19:36:48,1,11,1
08-24 19:36:47,12,4,1
08-24 19:36:47,4,5,2
08-24 19:36:46,2,10,2
08-24 19:36:46,0,0,2
08-24 19:36:43,6,2,1
08-24 19:36:41,1,2,2
08-24 19:36:39,4,3,1
08-24 19:36:39,7,9,2
08-24 19:36:38,9,14,2
08-24 19:36:38,9,2,1
08-24 19:36:32,4,11,1
08-24 19:36:28,5,5,1
08-24 19:36:28,2,9,1
08-24 19:36:28,11,2,1
08-24 19:36:27,0,5,1
08-24 19:36:26,11,0,1
08-24 19:36:26,9,0,2
08-24 19:36:25,9,15,1
08-24 19:36:24,2,12,2
08-24 19:36:23,11,6,1
08-24 19:36:19,2,9,1
08-24 19:36:18,15,7,1
08-24 19:36:16,5,13,1
08-24 19:36:14,9,8,2
08-24 19:36:13,1,3,1
08-24 19:36:10,0,2,1
08-24 19:36:10,1,9,1
08-24 19:36:10,15,4,2
08-24 19:36:10,12,14,2
08-24 19:36:09,11,6,2
08-24 19:36:07,11,3,2
08-24 19:36:04,5,15,2
08-24 19:36:04,9,8,2
08-24 19:36:01,2,7,2
08-24 19:35:57,3,4,2
08-24 19:35:57,9,8,2
08-24 19:35:57,6,1,1
08-24 19:35:56,8,14,1
08-24 19:35:55,4,0,2
08-24 19:35:55,4,0,2
08-24 19:35:54,13,15,2
08-24 19:35:52,4,3,1
08-24 19:35:51,15,7,2
08-24 19:35:49,0,2,2
08-24 19:35:49,11,14,2
08-24 19:35:44,5,5,1
08-24 19:35:44,10,12,1
08-24 19:35:42,3,9,1
08-24 19:35:41,2,3,2
08-24 19:35:36,3,4,2
08-24 19:35:35,13,8,1
08-24 19:35:32,9,14,2
08-24 19:35:29,6,12,2
08-24 19:35:29,10,4,2
08-24 19:35:28,11,7,2
08-24 19:35:28,0,8,2
08-24 19:35:28,6,9,2
08-24 19:35:25,0,0,2
08-24 19:35:21,1,11,1
08-24 19:35:20,7,7,1
08-24 19:35:19,14,1,2
08-24 19:35:18,5,4,2
08-24 19:35:18,2,10,2
08-24 19:35:14,4,3,2
08-24 19:35:13,12,15,1
08-24 19:35:11,7,7,1
08-24 19:35:11,1,9,1
08-24 19:35:09,1,9,2
08-24 19:35:09,9,0,2
08-24 19:35:09,0,14,1
08-24 19:35:07,11,0,1
08-24 19:35:07,5,13,1
08-24 19:35:06,12,6,1
08-24 19:35:05,11,4,2
08-24 19:35:02,10,8,1
08-24 19:35:02,7,9,1
08-24 19:35:00,11,0,2
08-24 19:34:55,4,5,1
08-24 19:34:54,5,11,2
08-24 19:34:52,1,2,2
08-24 19:34:51,0,0,2
08-24 19:34:50,9,13,2
08-24 19:34:47,12,15,1
08-24 19:34:44,11,6,2
08-24 19:34:44,6,2,2
08-24 19:34:43,0,13,1
08-24 19:34:43,13,1,2
08-24 19:34:43,5,15,2
08-24 19:34:42,8,1,1
08-24 19:34:41,0,5,2
08-24 19:34:39,1,5,1
08-24 19:34:39,1,1,2
08-24 19:34:38,9,15,1
08-24 19:34:37,11,0,1
08-24 19:34:32,4,3,2
08-24 19:34:30,0,8,2
08-24 19:34:30,0,2,2
08-24 19:34:29,9,2,1
08-24 19:34:25,10,9,2
08-24 19:34:24,9,8,1
08-24 19:34:23,15,0,2
08-24 19:34:22,4,2,2
08-24 19:34:20,4,11,1
08-24 19:34:19,11,12,1
08-24 19:34:18,0,0,2
08-24 19:34:17,9,8,1
08-24 19:34:15,4,1,1
08-24 19:34:14,11,1,2
08-24 19:34:10,2,1,1
08-24 19:34:09,10,12,2
08-24 19:34:07,1,7,2
08-24 19:34:06,13,8,1
08-24 19:34:06,7,14,2
08-24 19:34:04,9,14,2
08-24 19:34:04,4,10,2
08-24 19:34:04,9,0,2
08-24 19:34:01,1,5,2
08-24 19:34:00,2,7,2
08-24 19:33:59,4,5,2
08-24 19:33:58,0,2,2
08-24 19:33:57,12,3,2
08-24 19:33:56,12,14,2
08-24 19:33:54,0,0,2
08-24 19:33:53,2,0,1
08-24 19:33:52,9,0,2
08-24 19:33:49,5,5,1
08-24 19:33:48,1,2,2
08-24 19:33:48,9,8,2
08-24 19:33:44,1,9,1
08-24 19:33:44,1,9,1
08-24 19:33:44,1,0,2
08-24 19:33:42,12,15,1
08-24 19:33:41,14,4,1
08-24 19:33:38,9,8,2
08-24 19:33:35,3,4,1
08-24 19:33:34,10,8,1
08-24 19:33:34,3,4,1
08-24 19:33:33,5,4,1
08-24 19:33:33,14,3,1
08-24 19:33:32,11,6,2
08-24 19:33:29,0,8,2
08-24 19:33:29,6,15,2
08-24 19:33:29,0,13,1
08-24 19:33:27,15,7,2
08-24 19:33:25,1,11,2
08-24 19:33:25,13,15,1
08-24 19:33:25,0,3,1
08-24 19:33:25,1,9,2
08-24 19:33:23,6,12,1
08-24 19:33:23,0,14,1
08-24 19:33:22,6,2,1
08-24 19:33:19,6,1,1
08-24 19:33:19,6,9,1
08-24 19:33:16,4,3,1
08-24 19:33:14,12,7,1
08-24 19:33:13,8,14,2
08-24 19:33:12,1,5,1
08-24 19:33:10,2,12,2
08-24 19:33:10,7,7,1
08-24 19:33:02,9,0,2
08-24 19:33:02,4,2,1
08-24 19:33:00,4,5,2
08-24 19:32:59,12,12,1
08-24 19:32:59,1,11,2
08-24 19:32:59,2,8,2
08-24 19:32:58,12,15,1
08-24 19:32:57,9,2,2
08-24 19:32:56,15,0,2
08-24 19:32:54,4,11,1
08-24 19:32:53,11,14,2
08-24 19:32:46,7,7,1
08-24 19:32:46,2,0,1
08-24 19:32:43,13,8,1
08-24 19:32:41,9,13,2
08-24 19:32:38,9,8,2
08-24 19:32:37,5,11,1
08-24 19:32:36,2,9,2
08-24 19:32:34,11,7,2
08-24 19:32:32,9,15,1
08-24 19:32:31,11,0,1
08-24 19:32:30,7,9,2
08-24 19:32:29,1,9,1
08-24 19:32:29,0,8,1
08-24 19:32:29,11,12,2
08-24 19:32:28,1,7,1
08-24 19:32:26,1,2,2
08-24 19:32:26,0,5,1
08-24 19:32:23,12,15,1
08-24 19:32:22,10,9,2
08-24 19:32:20,15,5,1
08-24 19:32:19,12,3,2
08-24 19:32:19,4,5,2
08-24 19:32:19,9,0,2
08-24 19:32:18,2,8,2
08-24 19:32:17,13,8,1
08-24 19:32:16,0,0,2
08-24 19:32:15,0,2,2
08-24 19:32:15,1,8,2
08-24 19:32:15,0,7,1
08-24 19:32:14,11,4,2
08-24 19:32:13,2,7,2
08-24 19:32:12,13,1,1
08-24 19:32:11,10,12,1
08-24 19:32:11,12,3,1
08-24 19:32:10,0,8,1
08-24 19:32:06,1,7,2
08-24 19:32:05,4,3,1
08-24 19:32:02,4,0,2
08-24 19:32:02,5,5,2
08-24 19:32:02,1,0,2
08-24 19:32:00,1,5,2
08-24 19:32:00,0,0,2
08-24 19:31:59,1,2,2
08-24 19:31:59,11,9,2
08-24 19:31:57,9,8,1
08-24 19:31:53,14,1,2
08-24 19:31:50,11,10,1
08-24 19:31:45,2,1,2
08-24 19:31:44,4,1,1
08-24 19:31:37,1,11,2
08-24 19:31:37,7,7,1
08-24 19:31:33,5,11,2
08-24 19:31:31,15,2,1
08-24 19:31:31,14,4,1
08-24 19:31:31,4,2,2
08-24 19:31:28,3,4,1
08-24 19:31:27,0,6,1
08-24 19:31:25,11,0,2
08-24 19:31:25,8,1,2
08-24 19:31:22,7,14,2
08-24 19:31:20,4,11,1
08-24 19:31:15,9,0,1
08-24 19:31:15,6,15,2
08-24 19:31:14,15,7,1
08-24 19:31:13,9,9,1
08-24 19:31:10,11,0,2
08-24 19:31:10,12,3,1
08-24 19:31:08,1,7,1
08-24 19:31:08,14,3,2
08-24 19:31:03,1,11,1
08-24 19:31:03,1,1,2
08-24 19:31:03,1,9,2
08-24 19:31:02,15,0,2
08-24 19:31:02,10,11,1
08-24 19:31:01,3,6,2
08-24 19:31:01,2,10,2
08-24 19:31:01,2,10,2
08-24 19:30:57,1,12,2
08-24 19:30:50,2,0,1
08-24 19:30:50,0,7,1
08-24 19:30:49,12,7,2
08-24 19:30:48,0,5,1
08-24 19:30:47,12,10,1
08-24 19:30:45,5,4,1
08-24 19:30:45,11,1,1
08-24 19:30:41,11,7,2
08-24 19:30:41,1,9,1
08-24 19:30:40,11,4,2
08-24 19:30:40,2,12,2
08-24 19:30:40,3,1,1
08-24 19:30:37,11,14,1
08-24 19:30:36,9,6,1
08-24 19:30:35,0,3,2
08-24 19:30:35,1,2,2
08-24 19:30:33,2,9,2
08-24 19:30:32,12,12,2
08-24 19:30:31,9,8,2
08-24 19:30:29,6,2,2
08-24 19:30:28,1,2,2
08-24 19:30:28,10,12,1
08-24 19:30:27,13,8,1
08-24 19:30:25,6,9,2
08-24 19:30:25,14,1,2
08-24 19:30:25,14,1,2
08-24 19:30:25,12,8,2
08-24 19:30:21,13,15,1
08-24 19:30:21,8,3,2
08-24 19:30:20,11,8,2
08-24 19:30:19,13,1,1
08-24 19:30:19,1,11,2
08-24 19:30:19,9,2,2
08-24 19:30:18,12,0,2
08-24 19:30:17,9,15,1
08-24 19:30:14,11,10,1
08-24 19:30:11,7,14,2
08-24 19:30:10,11,10,1
08-24 19:30:10,1,8,2
08-24 19:30:10,0,13,2
08-24 19:30:08,4,3,1
08-24 19:30:07,14,0,2
08-24 19:30:03,8,14,2
08-24 19:30:03,8,14,2
08-24 19:30:02,0,4,2
08-24 19:30:02,4,5,1
08-24 19:30:01,9,7,2
08-24 19:29:59,5,4,2
08-24 19:29:57,15,2,2
08-24 19:29:57,11,9,2
08-24 19:29:50,0,6,1
08-24 19:29:50,4,5,2
08-24 19:29:50,11,12,1
08-24 19:29:50,7,9,1
08-24 19:29:48,1,0,2
08-24 19:29:48,7,7,1
08-24 19:29:46,13,8,1
08-24 19:29:44,6,0,1
08-24 19:29:43,14,0,1
08-24 19:29:40,4,1,2
08-24 19:29:40,14,3,2
08-24 19:29:33,0,0,1
08-24 19:29:32,9,14,2
08-24 19:29:31,0,2,2
08-24 19:29:31,0,7,1
08-24 19:29:31,12,3,1
08-24 19:29:29,15,5,1
08-24 19:29:27,2,8,1
08-24 19:29:25,2,10,2
08-24 19:29:24,14,4,1
08-24 19:29:19,1,7,2
08-24 19:29:17,3,1,1
08-24 19:29:17,4,0,1
08-24 19:29:17,2,1,2
08-24 19:29:14,9,6,1
08-24 19:29:14,10,4,2
08-24 19:29:12,1,1,2
08-24 19:29:12,11,7,2
08-24 19:29:12,1,5,2
08-24 19:29:10,1,15,1
08-24 19:29:10,11,0,1
08-24 19:29:10,1,12,2
08-24 19:29:07,3,4,1
08-24 19:29:07,9,9,1
08-24 19:29:05,11,4,2
08-24 19:29:05,15,3,2
08-24 19:29:04,5,2,1
08-24 19:29:02,3,6,1
08-24 19:29:04,5,2,1
08-24 19:29:02,3,6,1
08-24 19:28:59,9,8,1
08-24 19:28:59,12,7,2
08-24 19:28:58,5,4,1
08-24 19:28:56,9,2,2
08-24 19:28:53,0,3,1
08-24 19:28:51,7,7,1
08-24 19:28:49,1,13,2
08-24 19:28:47,12,10,1
08-24 19:28:47,1,5,2
08-24 19:28:41,1,8,2
08-24 19:28:40,8,1,2
08-24 19:28:36,9,14,2
08-24 19:28:35,2,4,1
08-24 19:28:35,11,1,2
08-24 19:28:32,10,5,1
08-24 19:28:32,12,0,1
08-24 19:28:29,9,7,1
08-24 19:28:28,9,7,2
08-24 19:28:27,0,14,1
08-24 19:28:27,0,2,2
08-24 19:28:27,11,10,1
08-24 19:28:26,9,15,1
08-24 19:28:26,6,9,2
08-24 19:28:26,1,11,2
08-24 19:28:25,11,12,1
08-24 19:28:25,1,11,2
08-24 19:28:22,4,5,2
08-24 19:28:20,0,15,2
08-24 19:28:20,7,14,2
08-24 19:28:18,2,9,2
08-24 19:28:18,0,6,1
08-24 19:28:18,2,0,1
