date,p1CharCode,p2CharCode,winner 
08-24 17:27:12,1,0,2
08-24 17:27:10,0,13,1
08-24 17:27:08,4,8,2
08-24 17:27:07,12,11,2
08-24 17:27:07,6,1,2
08-24 17:27:05,0,0,1
08-24 17:27:04,2,5,2
08-24 17:27:04,3,1,2
08-24 17:27:03,11,8,1
08-24 17:27:02,5,15,1
08-24 17:26:58,4,2,2
08-24 17:26:55,9,6,1
08-24 17:26:54,2,2,1
08-24 17:26:49,4,0,1
08-24 17:26:45,5,3,2
08-24 17:26:45,15,11,1
08-24 17:26:43,0,1,1
08-24 17:26:42,10,15,1
08-24 17:26:42,11,12,1
08-24 17:26:40,15,2,1
08-24 17:26:39,7,11,1
08-24 17:26:37,13,9,2
08-24 17:26:36,14,11,2
08-24 17:26:36,14,11,2
08-24 17:26:35,9,15,2
08-24 17:26:35,15,1,1
08-24 17:26:34,0,11,2
08-24 17:26:30,2,5,2
08-24 17:26:30,2,8,1
08-24 17:26:30,14,10,1
08-24 17:26:28,10,1,2
08-24 17:26:27,9,1,1
08-24 17:26:27,9,1,1
08-24 17:26:26,2,3,2
08-24 17:26:24,3,11,2
08-24 17:26:23,7,11,1
08-24 17:26:23,2,8,1
08-24 17:26:21,15,4,2
08-24 17:26:21,1,13,2
08-24 17:26:21,9,5,1
08-24 17:26:18,12,7,1
08-24 17:26:12,15,8,1
08-24 17:26:11,3,10,2
08-24 17:26:09,1,0,2
08-24 17:26:08,3,0,1
08-24 17:26:08,10,11,2
08-24 17:26:07,8,7,1
08-24 17:26:06,9,10,1
08-24 17:26:06,4,6,1
08-24 17:26:05,11,9,2
08-24 17:26:00,5,12,1
08-24 17:26:00,13,5,2
08-24 17:25:56,5,7,2
08-24 17:25:53,0,11,1
08-24 17:25:52,9,0,2
08-24 17:25:49,7,11,2
08-24 17:25:48,15,11,2
08-24 17:25:48,15,9,2
08-24 17:25:48,11,11,2
08-24 17:25:47,6,9,1
08-24 17:25:47,10,14,1
08-24 17:25:45,12,1,2
08-24 17:25:44,9,7,2
08-24 17:25:43,9,13,1
08-24 17:25:40,0,13,1
08-24 17:25:37,9,13,2
08-24 17:25:37,7,0,2
08-24 17:25:34,12,0,2
08-24 17:25:31,4,2,2
08-24 17:25:30,9,2,2
08-24 17:25:30,11,2,2
08-24 17:25:27,14,3,1
08-24 17:25:27,0,0,1
08-24 17:25:26,0,14,2
08-24 17:25:21,8,2,2
08-24 17:25:18,3,15,1
08-24 17:25:15,15,8,1
08-24 17:25:15,15,8,1
08-24 17:25:14,2,3,2
08-24 17:25:10,7,12,1
08-24 17:25:08,6,8,2
08-24 17:25:06,4,8,2
08-24 17:25:05,10,5,1
08-24 17:25:03,3,11,2
08-24 17:25:02,12,11,1
08-24 17:25:01,6,14,2
08-24 17:25:01,3,0,1
08-24 17:24:54,11,8,2
08-24 17:24:53,0,8,1
08-24 17:24:52,6,1,2
08-24 17:24:48,3,1,1
08-24 17:24:47,14,10,2
08-24 17:24:45,0,1,1
08-24 17:24:40,11,14,1
08-24 17:24:38,7,5,2
08-24 17:24:35,14,5,2
08-24 17:24:34,5,15,2
08-24 17:24:34,4,6,1
08-24 17:24:27,2,8,1
08-24 17:24:26,4,4,2
08-24 17:24:24,15,4,2
08-24 17:24:24,9,5,2
08-24 17:24:22,5,12,1
08-24 17:24:22,9,13,1
08-24 17:24:20,9,1,2
08-24 17:24:14,11,9,1
08-24 17:24:13,1,0,2
08-24 17:24:12,9,1,2
08-24 17:24:12,7,2,2
08-24 17:24:11,1,10,2
08-24 17:24:07,15,2,1
08-24 17:24:06,12,1,1
08-24 17:24:06,0,1,1
08-24 17:24:05,11,12,2
08-24 17:24:05,3,10,1
08-24 17:24:04,2,0,2
08-24 17:24:04,4,1,1
08-24 17:24:03,13,15,2
08-24 17:24:02,9,15,1
08-24 17:24:02,9,12,1
08-24 17:24:01,10,11,2
08-24 17:24:01,15,9,2
08-24 17:23:58,12,7,2
08-24 17:23:58,9,0,2
08-24 17:23:54,4,12,1
08-24 17:23:54,2,2,1
08-24 17:23:54,0,13,1
08-24 17:23:53,13,9,2
08-24 17:23:52,14,3,1
08-24 17:23:52,4,0,1
08-24 17:23:52,0,11,2
08-24 17:23:50,9,7,2
08-24 17:23:49,10,1,1
08-24 17:23:48,5,7,1
08-24 17:23:45,13,6,1
08-24 17:23:44,15,5,2
08-24 17:23:44,15,11,1
08-24 17:23:42,7,11,2
08-24 17:23:42,1,13,2
08-24 17:23:42,3,11,2
08-24 17:23:38,2,3,1
08-24 17:23:37,2,8,2
08-24 17:23:37,11,8,1
08-24 17:23:35,13,9,1
08-24 17:23:35,4,6,1
08-24 17:23:33,11,10,2
08-24 17:23:30,2,11,1
08-24 17:23:29,15,7,1
08-24 17:23:27,11,2,2
08-24 17:23:23,13,11,2
08-24 17:23:21,8,6,1
08-24 17:23:21,10,5,1
08-24 17:23:19,13,9,1
08-24 17:23:18,0,14,1
08-24 17:23:14,4,11,2
08-24 17:23:13,15,11,2
08-24 17:23:12,14,10,1
08-24 17:23:12,6,0,2
08-24 17:23:11,12,7,2
08-24 17:23:09,10,5,2
08-24 17:23:09,5,2,1
08-24 17:23:07,8,2,2
08-24 17:23:06,11,0,2
08-24 17:23:06,2,8,2
08-24 17:23:05,11,2,1
08-24 17:23:02,5,12,1
08-24 17:23:00,11,14,1
08-24 17:22:55,10,5,2
08-24 17:22:55,13,7,1
08-24 17:22:50,6,6,2
08-24 17:22:44,2,0,2
08-24 17:22:43,9,1,2
08-24 17:22:42,9,13,2
08-24 17:22:42,3,0,1
08-24 17:22:40,4,0,1
08-24 17:22:39,0,15,1
08-24 17:22:35,10,11,1
08-24 17:22:33,14,2,2
08-24 17:22:33,6,14,1
08-24 17:22:30,3,15,1
08-24 17:22:26,2,1,1
08-24 17:22:25,15,9,1
08-24 17:22:24,0,14,1
08-24 17:22:23,2,0,1
08-24 17:22:21,5,12,1
08-24 17:22:19,1,8,1
08-24 17:22:18,0,1,1
08-24 17:22:17,5,15,1
08-24 17:22:17,9,5,2
08-24 17:22:16,4,1,1
08-24 17:22:15,7,11,2
08-24 17:22:11,0,3,1
08-24 17:22:11,14,3,1
08-24 17:22:10,12,8,2
08-24 17:22:08,15,4,2
08-24 17:22:08,0,14,1
08-24 17:22:08,6,1,2
08-24 17:22:04,3,10,2
08-24 17:22:03,6,9,2
08-24 17:22:02,15,5,2
08-24 17:22:02,10,12,1
08-24 17:21:58,13,9,1
08-24 17:21:58,0,15,1
08-24 17:21:53,11,9,2
08-24 17:21:52,9,0,2
08-24 17:21:48,4,12,2
08-24 17:21:48,9,12,1
08-24 17:21:47,12,1,2
08-24 17:21:46,4,11,2
08-24 17:21:45,15,1,1
08-24 17:21:45,0,1,2
08-24 17:21:44,3,1,1
08-24 17:21:40,5,1,2
08-24 17:21:40,15,7,1
08-24 17:21:39,11,0,1
08-24 17:21:37,11,10,1
08-24 17:21:35,0,5,1
08-24 17:21:34,12,11,1
08-24 17:21:33,0,1,1
08-24 17:21:32,11,14,1
08-24 17:21:28,7,12,2
08-24 17:21:26,2,4,2
08-24 17:21:25,1,7,1
08-24 17:21:25,6,6,2
08-24 17:21:21,2,0,1
08-24 17:21:20,12,7,2
08-24 17:21:20,5,12,1
08-24 17:21:19,13,9,2
08-24 17:21:18,0,11,2
08-24 17:21:17,2,11,1
08-24 17:21:18,0,11,2
08-24 17:21:17,2,11,1
08-24 17:21:13,6,0,2
08-24 17:21:12,4,0,1
08-24 17:21:10,15,11,1
08-24 17:21:08,10,5,2
08-24 17:21:06,10,1,2
08-24 17:21:06,8,2,2
08-24 17:21:05,9,2,1
08-24 17:21:00,10,11,1
08-24 17:20:58,1,8,2
08-24 17:20:55,13,11,1
08-24 17:20:53,5,2,1
08-24 17:20:53,1,0,1
08-24 17:20:51,13,6,2
08-24 17:20:46,2,2,1
08-24 17:20:46,9,7,2
08-24 17:20:44,0,15,1
08-24 17:20:44,0,14,2
08-24 17:20:44,3,0,1
08-24 17:20:42,10,11,2
08-24 17:20:42,13,9,1
08-24 17:20:40,10,5,2
08-24 17:20:39,11,2,2
08-24 17:20:39,7,2,2
08-24 17:20:37,13,9,2
08-24 17:20:37,12,8,1
08-24 17:20:35,11,2,1
08-24 17:20:35,11,9,1
08-24 17:20:34,15,4,2
08-24 17:20:33,15,11,2
08-24 17:20:31,1,6,2
08-24 17:20:30,8,6,1
08-24 17:20:29,2,1,1
08-24 17:20:29,14,2,1
08-24 17:20:29,0,15,1
08-24 17:20:25,13,7,1
08-24 17:20:19,9,15,2
08-24 17:20:15,10,12,1
08-24 17:20:13,15,7,1
08-24 17:20:13,11,0,2
08-24 17:20:13,2,0,1
08-24 17:20:10,4,3,1
08-24 17:20:09,12,1,2
08-24 17:20:08,3,11,2
08-24 17:20:04,12,7,2
08-24 17:19:59,7,2,1
08-24 17:19:58,0,3,1
08-24 17:19:56,5,10,1
08-24 17:19:54,4,12,1
08-24 17:19:50,0,10,2
08-24 17:19:49,0,14,1
08-24 17:19:48,15,5,2
08-24 17:19:48,6,4,2
08-24 17:19:45,6,9,1
08-24 17:19:40,5,1,2
08-24 17:19:39,3,11,1
08-24 17:19:39,4,8,2
08-24 17:19:35,1,9,2
08-24 17:19:34,1,8,1
08-24 17:19:34,3,0,1
08-24 17:19:31,12,7,2
08-24 17:19:31,2,11,2
08-24 17:19:29,13,9,2
08-24 17:19:28,4,0,2
08-24 17:19:28,6,0,1
08-24 17:19:27,0,11,1
08-24 17:19:27,6,6,2
08-24 17:19:23,3,9,1
08-24 17:19:21,12,14,2
08-24 17:19:20,0,5,2
08-24 17:19:20,9,0,2
08-24 17:19:17,11,8,2
08-24 17:19:15,3,10,2
08-24 17:19:14,6,14,2
08-24 17:19:14,13,6,1
08-24 17:19:14,2,0,2
08-24 17:19:13,6,4,2
08-24 17:19:12,4,5,2
08-24 17:19:11,5,12,1
08-24 17:19:07,5,12,2
08-24 17:19:03,15,11,1
08-24 17:19:03,1,7,2
08-24 17:19:02,1,12,2
08-24 17:19:00,5,2,1
08-24 17:18:59,9,12,1
08-24 17:18:53,13,7,1
08-24 17:18:51,11,10,2
08-24 17:18:50,15,7,1
08-24 17:18:49,0,14,2
08-24 17:18:36,12,11,1
08-24 17:18:35,10,12,1
08-24 17:18:34,0,1,1
08-24 17:18:34,7,11,1
08-24 17:18:33,0,1,1
08-24 17:18:31,7,2,1
08-24 17:18:27,13,9,2
08-24 17:18:25,5,12,1
08-24 17:18:25,3,0,1
08-24 17:18:23,3,0,2
08-24 17:18:23,2,2,2
08-24 17:18:23,12,1,1
08-24 17:18:23,10,11,1
08-24 17:18:17,15,11,2
08-24 17:18:17,1,0,2
08-24 17:18:10,10,0,2
08-24 17:18:09,9,7,2
08-24 17:18:08,9,15,2
08-24 17:18:08,13,9,1
08-24 17:18:07,11,2,1
08-24 17:18:06,11,2,2
08-24 17:18:06,14,11,2
08-24 17:18:05,10,5,1
08-24 17:18:03,2,4,1
08-24 17:18:02,4,11,1
08-24 17:18:01,14,2,1
08-24 17:18:01,0,15,1
08-24 17:18:00,0,3,1
08-24 17:18:00,3,11,2
08-24 17:17:59,14,4,1
08-24 17:17:58,8,12,1
08-24 17:17:56,4,5,2
08-24 17:17:51,5,12,1
08-24 17:17:51,4,0,1
08-24 17:17:51,0,14,2
08-24 17:17:49,2,8,2
08-24 17:17:47,3,9,1
08-24 17:17:46,11,9,1
08-24 17:17:45,14,3,2
08-24 17:17:42,6,3,2
08-24 17:17:39,9,5,1
08-24 17:17:36,4,15,1
08-24 17:17:32,13,5,1
08-24 17:17:31,0,2,1
08-24 17:17:31,0,7,1
08-24 17:17:29,12,8,2
08-24 17:17:28,6,4,2
08-24 17:17:28,1,0,1
08-24 17:17:27,3,11,1
08-24 17:17:26,1,7,1
08-24 17:17:24,12,9,1
08-24 17:17:24,0,10,1
08-24 17:17:23,11,0,1
08-24 17:17:23,10,11,1
08-24 17:17:22,15,5,1
08-24 17:17:21,3,10,1
08-24 17:17:19,2,1,1
08-24 17:17:19,12,14,2
08-24 17:17:15,8,6,1
08-24 17:17:14,4,3,1
08-24 17:17:12,5,7,1
08-24 17:17:12,12,7,1
08-24 17:17:09,3,0,2
08-24 17:17:09,9,0,2
08-24 17:17:05,0,11,2
08-24 17:17:04,1,12,2
08-24 17:17:03,7,2,1
08-24 17:17:01,5,10,1
08-24 17:17:01,0,5,1
08-24 17:17:00,6,14,1
08-24 17:17:00,2,11,2
08-24 17:16:56,1,8,1
08-24 17:16:56,9,12,1
08-24 17:16:55,0,14,1
08-24 17:16:48,6,6,2
08-24 17:16:44,15,2,2
08-24 17:16:41,0,1,2
08-24 17:16:39,11,8,1
08-24 17:16:39,2,8,2
08-24 17:16:37,11,13,2
08-24 17:16:32,0,1,1
08-24 17:16:30,12,11,2
08-24 17:16:29,1,9,1
08-24 17:16:29,13,7,1
08-24 17:16:29,6,4,2
08-24 17:16:28,10,10,1
08-24 17:16:27,10,11,2
08-24 17:16:26,10,12,1
08-24 17:16:23,0,11,1
08-24 17:16:23,4,12,1
08-24 17:16:23,4,12,1
08-24 17:16:22,6,3,1
08-24 17:16:19,15,11,1
08-24 17:16:19,5,1,2
08-24 17:16:18,14,11,2
08-24 17:16:15,15,11,1
08-24 17:16:11,1,5,1
08-24 17:16:10,11,6,2
08-24 17:16:09,12,9,1
08-24 17:16:10,11,6,2
08-24 17:16:09,12,9,1
08-24 17:16:09,5,8,2
08-24 17:16:08,11,0,1
08-24 17:16:03,5,12,1
08-24 17:16:02,9,5,2
08-24 17:15:58,11,2,1
08-24 17:15:57,12,7,1
08-24 17:15:57,0,9,1
08-24 17:15:55,4,0,1
08-24 17:15:55,9,5,2
08-24 17:15:53,12,14,1
08-24 17:15:52,3,9,1
08-24 17:15:52,2,13,1
08-24 17:15:52,6,0,2
08-24 17:15:51,10,1,2
08-24 17:15:48,12,1,2
08-24 17:15:48,3,10,1
08-24 17:15:42,9,0,2
08-24 17:15:41,2,1,2
08-24 17:15:41,2,12,2
08-24 17:15:39,14,4,2
08-24 17:15:39,2,11,1
08-24 17:15:36,3,0,2
08-24 17:15:35,13,6,2
08-24 17:15:34,0,2,2
08-24 17:15:34,1,0,2
08-24 17:15:32,9,12,1
08-24 17:15:30,15,5,2
08-24 17:15:30,5,7,2
08-24 17:15:29,2,0,2
08-24 17:15:27,4,3,1
08-24 17:15:25,2,2,1
08-24 17:15:23,1,12,1
08-24 17:15:23,3,11,2
08-24 17:15:21,7,2,2
08-24 17:15:23,3,11,2
08-24 17:15:21,7,2,2
08-24 17:15:20,14,11,2
08-24 17:15:19,11,2,2
08-24 17:15:19,0,7,2
08-24 17:15:18,10,12,1
08-24 17:15:16,9,11,1
08-24 17:15:15,7,11,1
08-24 17:15:13,12,9,1
08-24 17:15:12,0,5,2
08-24 17:15:11,15,2,2
08-24 17:15:09,11,13,1
08-24 17:15:09,0,12,1
08-24 17:15:06,14,3,2
08-24 17:15:01,0,14,2
08-24 17:15:01,11,8,2
08-24 17:15:00,7,0,1
08-24 17:14:57,8,14,1
08-24 17:14:56,12,11,2
08-24 17:14:54,1,8,2
08-24 17:14:54,9,9,2
08-24 17:14:52,1,9,1
08-24 17:14:47,2,8,1
08-24 17:14:47,7,13,2
08-24 17:14:47,5,11,2
08-24 17:14:45,6,15,2
08-24 17:14:44,0,10,1
08-24 17:14:43,4,0,2
08-24 17:14:38,6,6,2
08-24 17:14:37,9,5,2
08-24 17:14:36,11,13,2
08-24 17:14:34,6,14,2
08-24 17:14:32,2,8,2
08-24 17:14:32,6,4,2
08-24 17:14:31,1,5,1
08-24 17:14:29,5,12,2
08-24 17:14:27,13,5,2
08-24 17:14:24,4,12,2
08-24 17:14:22,1,7,1
08-24 17:14:21,11,8,2
08-24 17:14:21,2,13,1
08-24 17:14:20,11,0,1
08-24 17:14:20,10,10,1
08-24 17:14:19,0,1,2
08-24 17:14:11,14,3,2
08-24 17:14:10,0,1,1
08-24 17:14:08,7,2,2
08-24 17:14:08,14,2,1
08-24 17:14:05,5,13,1
08-24 17:14:03,6,0,2
08-24 17:14:03,5,12,1
08-24 17:14:03,15,11,1
08-24 17:14:03,0,2,2
08-24 17:14:01,5,8,2
08-24 17:14:01,5,8,2
08-24 17:13:58,3,9,1
08-24 17:13:58,9,1,1
08-24 17:13:57,2,12,2
08-24 17:13:56,14,4,2
08-24 17:13:55,10,12,1
08-24 17:13:53,4,0,1
08-24 17:13:53,2,0,2
08-24 17:13:52,0,10,2
08-24 17:13:41,1,7,1
08-24 17:13:38,10,1,2
08-24 17:13:37,2,2,1
08-24 17:13:36,11,2,2
08-24 17:13:34,12,1,1
08-24 17:13:34,12,7,2
08-24 17:13:33,6,9,1
08-24 17:13:30,0,11,2
08-24 17:13:29,11,13,2
08-24 17:13:29,11,13,2
08-24 17:13:29,9,12,1
08-24 17:13:27,4,3,1
08-24 17:13:25,5,7,1
08-24 17:13:24,12,7,1
08-24 17:13:24,12,6,2
08-24 17:13:24,5,1,2
08-24 17:13:22,0,3,2
08-24 17:13:22,15,11,2
08-24 17:13:22,14,11,2
08-24 17:13:21,2,11,2
08-24 17:13:21,2,8,2
08-24 17:13:13,11,6,1
08-24 17:13:11,9,5,2
08-24 17:13:11,5,14,2
08-24 17:13:10,2,1,2
08-24 17:13:09,0,4,1
08-24 17:13:08,9,9,1
08-24 17:13:06,10,11,2
08-24 17:13:05,0,5,2
08-24 17:13:03,5,11,1
08-24 17:13:01,13,6,1
08-24 17:13:00,5,4,1
08-24 17:12:59,7,0,2
08-24 17:12:58,7,11,1
08-24 17:12:55,6,0,1
08-24 17:12:55,10,8,1
08-24 17:12:55,3,11,1
08-24 17:12:55,13,5,1
08-24 17:12:54,11,8,2
08-24 17:12:49,3,10,2
08-24 17:12:48,0,12,2
08-24 17:12:47,6,6,2
08-24 17:12:47,7,13,1
08-24 17:12:46,10,0,2
08-24 17:12:44,11,13,2
08-24 17:12:40,3,11,1
08-24 17:12:37,4,0,2
08-24 17:12:34,15,2,2
08-24 17:12:34,5,12,2
08-24 17:12:34,1,0,1
08-24 17:12:32,11,2,1
08-24 17:12:31,10,10,1
08-24 17:12:25,2,13,1
08-24 17:12:25,6,14,1
08-24 17:12:25,6,14,1
08-24 17:12:23,0,9,1
08-24 17:12:22,5,12,2
08-24 17:12:21,0,7,1
08-24 17:12:20,2,0,2
08-24 17:12:20,5,12,2
08-24 17:12:19,0,10,2
08-24 17:12:17,7,7,1
08-24 17:12:14,6,0,2
08-24 17:12:17,7,7,1
08-24 17:12:14,6,0,2
08-24 17:12:12,5,7,1
08-24 17:12:12,12,0,1
08-24 17:12:11,1,9,1
08-24 17:12:06,14,11,2
08-24 17:12:04,1,8,2
08-24 17:12:04,15,11,1
08-24 17:12:04,14,10,2
08-24 17:12:02,5,1,2
08-24 17:12:00,6,9,2
08-24 17:12:00,5,10,2
08-24 17:11:59,4,0,1
08-24 17:11:59,11,2,2
08-24 17:11:58,2,9,2
08-24 17:11:57,14,2,2
08-24 17:11:56,8,14,1
08-24 17:11:49,2,13,1
08-24 17:11:46,0,1,1
08-24 17:11:44,9,11,1
08-24 17:11:43,9,5,2
08-24 17:11:42,10,12,1
08-24 17:11:40,15,11,1
08-24 17:11:38,12,1,1
08-24 17:11:36,4,12,1
08-24 17:11:35,12,6,2
08-24 17:11:33,7,13,2
08-24 17:11:33,7,13,2
08-24 17:11:32,0,3,1
08-24 17:11:31,2,12,1
08-24 17:11:29,5,7,2
08-24 17:11:28,11,6,1
08-24 17:11:26,11,4,2
08-24 17:11:24,11,8,1
08-24 17:11:24,0,4,1
08-24 17:11:21,1,7,2
08-24 17:11:21,1,7,2
08-24 17:11:20,9,9,2
08-24 17:11:19,9,12,1
08-24 17:11:16,4,0,2
08-24 17:11:16,6,7,1
08-24 17:11:16,4,3,1
08-24 17:11:13,13,6,2
08-24 17:11:12,6,9,2
08-24 17:11:11,1,5,2
08-24 17:11:10,1,7,2
08-24 17:11:08,0,0,2
08-24 17:11:06,6,0,2
08-24 17:11:04,5,11,1
08-24 17:11:04,3,10,2
08-24 17:11:03,11,8,2
08-24 17:11:02,4,1,2
08-24 17:11:01,5,8,2
08-24 17:11:00,1,2,1
08-24 17:11:00,14,9,1
08-24 17:10:59,11,2,2
08-24 17:10:58,1,2,1
08-24 17:10:57,5,4,2
08-24 17:10:53,11,13,2
08-24 17:10:53,7,1,1
08-24 17:10:52,10,0,2
08-24 17:10:52,15,11,1
08-24 17:10:52,5,14,2
08-24 17:10:51,1,0,2
08-24 17:10:49,12,7,2
08-24 17:10:49,10,11,1
08-24 17:10:47,9,1,1
08-24 17:10:45,12,7,1
08-24 17:10:44,5,12,2
08-24 17:10:42,0,10,2
08-24 17:10:40,7,13,1
08-24 17:10:36,7,0,1
08-24 17:10:34,2,8,1
08-24 17:10:32,3,11,1
08-24 17:10:30,10,0,2
08-24 17:10:28,0,10,1
08-24 17:10:26,5,1,1
08-24 17:10:24,2,9,1
08-24 17:10:22,10,8,1
08-24 17:10:21,1,1,2
08-24 17:10:18,0,9,2
08-24 17:10:12,0,3,1
08-24 17:10:11,8,15,2
08-24 17:10:10,10,12,1
08-24 17:10:09,6,6,2
08-24 17:10:06,4,0,2
08-24 17:10:05,1,2,1
08-24 17:09:57,10,10,1
08-24 17:09:56,9,12,1
08-24 17:09:55,2,13,1
08-24 17:09:55,6,14,2
08-24 17:09:54,3,9,1
08-24 17:09:53,12,6,2
08-24 17:09:49,1,8,2
08-24 17:09:48,6,9,2
08-24 17:09:47,3,11,2
08-24 17:09:44,0,3,2
08-24 17:09:38,5,12,2
08-24 17:09:38,14,9,2
08-24 17:09:37,12,0,1
08-24 17:09:37,14,11,2
08-24 17:09:36,2,11,1
08-24 17:09:34,5,12,2
08-24 17:09:27,4,12,1
08-24 17:09:26,6,9,1
08-24 17:09:24,10,11,2
08-24 17:09:23,6,0,2
08-24 17:09:23,3,1,2
08-24 17:09:21,11,13,2
08-24 17:09:21,5,10,2
08-24 17:09:21,4,2,1
08-24 17:09:20,9,2,1
08-24 17:09:17,5,7,2
08-24 17:09:16,8,9,1
08-24 17:09:11,11,4,2
08-24 17:09:10,2,9,1
08-24 17:09:10,14,10,1
08-24 17:09:08,4,1,2
08-24 17:09:06,12,7,2
08-24 17:09:06,0,10,1
08-24 17:09:05,4,0,1
08-24 17:09:05,2,5,2
08-24 17:09:05,6,7,1
08-24 17:09:03,5,4,1
08-24 17:09:01,0,1,1
08-24 17:09:00,15,11,2
08-24 17:08:57,0,4,2
08-24 17:08:56,7,7,2
08-24 17:08:55,9,11,2
08-24 17:08:54,1,7,1
08-24 17:08:54,6,9,1
08-24 17:08:54,2,8,2
08-24 17:08:50,5,1,1
08-24 17:08:49,0,3,1
08-24 17:08:49,5,14,2
08-24 17:08:47,7,1,2
08-24 17:08:45,8,15,2
08-24 17:08:42,1,2,1
08-24 17:08:36,0,14,1
08-24 17:08:36,1,7,1
08-24 17:08:34,3,14,2
08-24 17:08:34,9,12,1
08-24 17:08:32,1,2,1
08-24 17:08:32,11,0,1
08-24 17:08:31,3,10,1
08-24 17:08:30,10,12,1
08-24 17:08:30,12,11,2
08-24 17:08:28,2,2,2
08-24 17:08:24,11,2,1
08-24 17:08:23,9,1,2
08-24 17:08:23,1,2,1
08-24 17:08:21,8,7,1
08-24 17:08:21,0,0,1
08-24 17:08:21,0,0,1
08-24 17:08:20,4,12,1
08-24 17:08:19,8,7,1
08-24 17:08:18,3,11,1
08-24 17:08:16,10,10,2
08-24 17:08:14,0,9,1
08-24 17:08:14,3,1,2
08-24 17:08:14,6,6,2
08-24 17:08:11,14,9,2
08-24 17:08:09,0,12,2
08-24 17:08:08,10,0,1
08-24 17:08:05,1,15,2
08-24 17:08:03,1,8,2
08-24 17:08:01,2,15,1
08-24 17:08:00,9,11,1
08-24 17:07:48,2,11,1
08-24 17:07:46,11,13,2
08-24 17:07:44,1,9,2
08-24 17:07:44,4,12,2
08-24 17:07:44,11,4,2
08-24 17:07:43,5,10,2
08-24 17:07:43,1,0,2
08-24 17:07:42,1,1,1
08-24 17:07:38,10,0,1
08-24 17:07:37,15,0,1
08-24 17:07:36,9,2,1
08-24 17:07:35,2,9,1
08-24 17:07:34,5,12,1
08-24 17:07:34,6,5,1
08-24 17:07:31,3,9,2
08-24 17:07:30,3,5,1
08-24 17:07:28,12,7,2
08-24 17:07:27,5,8,2
08-24 17:07:26,5,1,2
08-24 17:07:25,5,7,2
08-24 17:07:22,12,11,2
08-24 17:07:21,4,0,1
08-24 17:07:19,1,9,2
08-24 17:07:16,0,1,2
08-24 17:07:16,15,11,1
08-24 17:07:15,7,0,1
08-24 17:07:12,12,13,2
08-24 17:07:11,11,13,1
08-24 17:07:09,6,9,1
08-24 17:07:07,9,1,2
08-24 17:07:07,9,1,2
08-24 17:07:05,0,6,1
08-24 17:07:04,0,3,2
08-24 17:07:03,3,0,2
08-24 17:06:58,14,12,2
08-24 17:06:57,3,11,2
08-24 17:06:56,11,0,1
08-24 17:06:55,0,14,1
08-24 17:06:54,0,9,1
08-24 17:06:53,1,2,2
08-24 17:06:53,5,10,1
08-24 17:06:53,6,14,2
08-24 17:06:51,11,5,2
08-24 17:06:51,2,9,2
08-24 17:06:51,12,7,2
08-24 17:06:49,9,6,1
08-24 17:06:48,4,12,2
08-24 17:06:44,6,9,1
08-24 17:06:48,4,12,2
08-24 17:06:44,6,9,1
08-24 17:06:44,2,15,1
08-24 17:06:44,2,8,1
08-24 17:06:43,1,2,1
08-24 17:06:43,5,12,1
08-24 17:06:33,3,11,1
08-24 17:06:31,1,2,1
08-24 17:06:30,8,7,1
08-24 17:06:30,2,5,2
08-24 17:06:29,7,10,1
08-24 17:06:27,0,4,2
08-24 17:06:26,15,11,2
08-24 17:06:26,5,8,1
08-24 17:06:26,7,1,1
08-24 17:06:22,2,2,2
08-24 17:06:22,10,8,2
08-24 17:06:21,10,12,1
08-24 17:06:20,6,7,2
08-24 17:06:18,1,15,1
08-24 17:06:17,15,0,1
08-24 17:06:16,5,10,2
08-24 17:06:15,5,0,1
08-24 17:06:14,0,13,1
08-24 17:06:10,10,11,2
08-24 17:06:06,7,1,1
08-24 17:06:06,3,14,2
08-24 17:06:05,0,0,1
08-24 17:06:05,11,12,2
08-24 17:06:05,11,11,2
08-24 17:06:04,0,10,1
08-24 17:06:03,4,2,2
08-24 17:06:00,1,9,2
08-24 17:05:58,7,7,1
08-24 17:05:58,10,10,2
08-24 17:05:57,0,14,1
08-24 17:05:52,1,1,1
08-24 17:05:51,11,13,2
08-24 17:05:49,8,7,2
08-24 17:05:49,3,1,2
08-24 17:05:49,1,7,1
08-24 17:05:47,5,14,1
08-24 17:05:47,3,9,2
08-24 17:05:46,8,15,1
08-24 17:05:44,0,6,2
08-24 17:05:43,14,12,2
08-24 17:05:37,15,11,1
08-24 17:05:30,9,11,1
08-24 17:05:29,5,7,2
08-24 17:05:27,10,0,2
08-24 17:05:26,0,1,2
08-24 17:05:24,7,1,2
08-24 17:05:20,1,0,2
08-24 17:05:19,1,9,2
08-24 17:05:15,4,0,1
08-24 17:05:14,4,10,1
08-24 17:05:13,5,12,1
08-24 17:05:13,11,5,2
08-24 17:05:13,7,10,1
08-24 17:05:12,9,1,2
08-24 17:05:10,11,2,1
08-24 17:05:09,12,13,2
08-24 17:05:07,5,12,2
08-24 17:05:07,5,12,2
08-24 17:05:04,6,6,2
08-24 17:05:00,5,4,1
08-24 17:04:58,11,13,2
08-24 17:04:55,1,0,1
08-24 17:04:54,5,2,1
08-24 17:04:54,6,5,1
08-24 17:04:53,3,14,1
08-24 17:04:53,6,9,2
08-24 17:04:53,2,5,2
08-24 17:04:52,4,3,2
08-24 17:04:51,11,0,2
08-24 17:04:50,15,0,1
